gene_id,glucose_aerobic,glucose_anaerobic,ethanol,galactose,nitrogen_starvation,oxidative_stress,stationary_phase
YNL217W,86.55,86.55,42.92,86.55,86.55,86.55,86.55
YNL218W,20.34,20.34,20.34,20.34,20.34,20.34,20.34
YNL219C,14.80,14.80,14.80,14.80,14.80,14.80,14.80
YNL220W,2.21,2.21,2.21,0.29,2.21,2.21,2.21
YNL221C,42.72,42.72,80.39,42.72,42.72,42.72,43.25
YNL222W,0.54,0.54,0.54,0.54,0.54,0.54,0.54
YNL227C,53.12,53.12,53.12,53.12,61.61,53.12,53.12
YNL229C,23.44,2.14,2.14,2.14,2.14,2.14,2.14
YNL236W,3.38,21.76,13.51,21.76,21.76,21.76,21.76
YNL241C,16.80,16.80,16.80,16.80,16.80,13.65,16.80
YNL242W,116.08,116.08,116.08,116.08,116.08,116.08,116.08
YNL243W,15.36,15.36,15.36,15.36,15.36,28.28,1.13
YNL247W,7.09,7.09,7.09,21.77,7.09,11.18,7.09
YNL249C,9.39,9.39,30.26,9.39,8.69,9.39,9.39
YNL253W,135.55,135.55,135.55,135.55,123.85,135.55,135.55
YNL256W,44.90,44.90,44.90,44.90,33.42,44.90,44.90
YNL260C,11.26,11.26,11.26,5.06,11.26,11.26,16.07
YNL261W,14.09,14.09,14.09,14.09,14.09,14.09,1.79
YNL262W,1.91,1.91,1.91,1.91,2.90,1.91,0.97
YNL265C,35.97,35.97,14.53,35.97,35.97,35.97,35.97
YNL267W,1.43,1.43,1.43,1.43,1.43,1.43,1.43
YNL268W,62.03,62.03,62.03,62.03,62.03,62.03,62.03
YNL270C,24.36,24.36,24.36,24.36,24.36,24.36,24.36
YNL274C,720.85,720.85,720.85,2416.19,720.85,720.85,720.85
YNL275W,3.86,3.86,3.86,3.86,3.86,3.86,3.86
YNL277W,17.22,17.22,36.74,17.22,17.22,8.68,17.22
YNL280C,298.10,79.88,341.79,298.10,298.10,298.10,298.10
YNL284C-B,119.95,119.95,119.95,119.95,119.95,160.12,119.95
YNL287W,7.07,7.07,7.07,7.07,7.07,7.07,7.07
YNL290W,28.11,28.11,28.11,28.11,28.11,28.11,28.11
YNL292W,20.15,54.54,20.15,20.15,20.15,20.15,20.15
YNL297C,30.66,30.66,30.66,93.74,30.66,30.66,30.66
YNL299W,7.04,7.04,7.04,7.04,60.67,7.04,2.22
YNL312W,17.57,17.57,17.57,17.57,17.57,17.57,17.57
YNL316C,1.83,1.83,1.83,1.83,1.83,1.83,1.83
YNL318C,24.60,24.60,24.60,24.60,24.60,24.60,24.60
YNL321W,39.45,39.45,8.07,39.45,39.45,39.45,39.45
YNL322C,14.28,14.28,14.28,14.28,14.28,14.28,14.28
YNL323W,1.04,1.78,1.78,1.78,1.78,1.78,1.78
YNL325C,88.48,88.48,88.48,737.21,88.48,88.48,17.15
YNL326C,34.70,28.54,34.70,34.70,34.70,34.70,34.70
YNL329C,6.76,6.76,6.76,6.76,6.76,6.76,6.76
YNL330C,9.02,13.19,9.49,13.19,13.19,13.19,13.19
YNL331C,2.11,2.11,2.11,2.11,2.11,2.11,2.63
YNL333W,4.31,4.31,4.31,4.31,4.31,4.31,4.31
YNL334C,8.96,8.96,8.96,8.96,2.18,8.96,8.96
YNL335W,126.80,126.80,126.80,126.80,126.80,126.80,126.80
YNR001C,7.70,9.74,7.70,7.70,7.70,7.70,7.70
YNR008W,52.47,52.47,52.47,52.47,52.77,52.47,52.47
YNR011C,8.96,8.96,8.96,8.96,8.96,8.96,8.96
YNR012W,29.13,29.13,29.13,29.13,29.13,29.13,29.74
YNR013C,16.25,16.25,16.25,16.25,16.25,16.25,7.90
YNR015W,74.41,74.41,74.41,74.41,74.41,134.23,74.41
YNR016C,9.01,13.83,9.01,3.78,9.01,9.01,9.01
YNR018W,1.49,1.90,1.90,1.90,1.90,1.80,1.90
YNR019W,2.53,2.53,2.53,2.53,3.88,2.53,2.53
YNR027W,19.38,9.04,7.96,9.04,9.04,9.04,9.04
YNR030W,3.08,3.08,3.08,12.51,3.08,1.57,3.67
YNR032W,37.16,37.16,34.86,37.16,37.16,37.16,37.16
YNR033W,9.99,9.99,1.80,9.99,9.99,6.79,9.99
YNR034W,707.62,707.62,707.62,707.62,707.62,110.00,707.62
YNR038W,1.48,2.89,1.48,4.44,1.48,1.48,1.48
YNR041C,27.26,27.26,27.26,27.26,27.26,27.26,27.26
YNR043W,3.70,3.70,3.70,3.70,3.70,3.70,3.70
YNR050C,9.58,43.37,5.02,9.58,9.58,9.58,9.58
YNR053C,27.16,24.83,24.83,24.83,24.83,24.83,24.83
YNR056C,1.52,0.61,0.61,1.28,0.61,0.61,0.36
YNR057C,28.65,28.65,28.65,28.65,28.65,28.65,28.65
YNR058W,348.75,3806.95,348.75,348.75,348.75,348.75,348.75
YNR060W,10.17,10.17,10.17,10.17,10.17,10.17,10.17
YNR063W,29.66,29.66,29.66,29.66,29.66,29.66,29.66
YNR066C,93.45,93.45,93.45,93.45,93.45,143.04,134.22
YNR067C,15.71,15.71,15.71,15.71,15.71,15.71,15.71
YNR071C,8.40,8.40,8.40,8.40,8.40,8.40,8.40
YNR072W,1.07,0.66,0.66,0.66,0.66,0.66,0.66
YNR073C,52.54,52.54,42.13,52.54,52.54,52.54,52.54
YOL003C,16.95,16.95,16.95,16.95,16.95,16.95,16.95
YOL011W,7.89,4.40,10.94,4.40,4.40,4.40,4.40
YOL012C,24.29,24.29,24.29,24.29,24.29,24.29,24.29
YOL013C,6.38,8.37,8.37,8.37,33.43,8.37,8.37
YOL020W,9.09,4.23,9.09,9.09,9.09,9.09,9.09
YOL023W,49.87,49.87,49.87,49.87,25.34,49.87,49.87
YOL024W,1.05,2.70,2.70,2.70,2.70,2.70,2.70
YOL027C,96.64,96.64,96.64,96.64,96.64,96.64,96.64
YOL033W,2.47,3.81,2.47,2.47,1.18,2.47,2.47
YOL041C,7.43,7.43,7.43,7.43,7.43,7.43,7.43
YOL043C,359.39,359.39,359.39,359.39,359.39,359.39,359.39
YOL044W,108.97,108.97,108.97,108.97,108.97,108.97,108.97
YOL049W,23.25,23.25,23.25,23.25,23.25,23.25,23.25
YOL051W,4.90,4.90,4.90,4.90,4.90,10.10,4.90
YOL052C,9.08,9.08,9.08,9.08,9.08,9.08,9.08
YOL053W,22.42,22.42,22.42,151.09,22.42,22.42,22.42
YOL054W,21.25,21.25,21.25,21.25,21.25,21.25,21.25
YOL055C,17.53,17.53,17.53,17.53,17.53,17.53,17.53
YOL056W,19.18,19.18,18.01,19.18,12.27,19.18,19.18
YOL058W,14.56,14.56,14.56,14.56,14.56,11.18,14.56
YOL059W,2.31,2.31,2.31,2.31,2.31,2.31,2.31
YOL061W,9.26,9.26,9.26,9.26,9.26,3.62,9.26
YOL064C,79.20,79.20,79.20,79.20,79.20,79.20,79.20
YOL065C,2.58,2.58,2.58,2.58,2.58,2.58,2.58
YOL066C,15.11,15.11,15.11,9.38,15.11,15.11,15.11
YOL068C,5.87,5.87,5.87,37.13,5.87,5.87,5.87
YOL069W,23.74,23.74,23.74,23.74,23.74,23.74,23.74
YOL075C,11.21,11.21,8.60,11.21,11.21,11.21,11.21
YOL077W-A,184.21,184.21,184.21,184.21,184.21,184.21,184.21
YOL081W,391.71,178.91,42.94,42.94,42.94,35.60,42.94
YOL084W,2.81,2.81,2.81,2.81,2.81,2.81,3.53
YOL086C,10.45,54.97,54.97,54.97,54.97,33.85,54.97
YOL089C,6.28,6.28,6.28,6.28,6.28,6.28,6.28
YOL090W,8.45,8.45,8.45,4.22,8.45,8.45,8.45
YOL092W,32.16,32.16,22.11,32.16,56.27,32.16,32.16
YOL093W,9.61,9.61,9.61,9.61,9.61,9.61,9.61
YOL095C,76.65,166.68,76.65,76.65,76.65,76.65,76.65
YOL096C,6.29,6.29,6.29,6.29,6.29,6.29,6.29
YOL097C,7.94,7.94,37.19,7.94,7.94,7.94,7.94
YOL102C,7.50,7.50,7.50,7.50,7.50,7.50,7.50
YOL103W,8.60,8.63,8.60,6.48,8.60,8.60,8.60
YOL103W-B,104.46,104.46,104.46,144.76,104.46,104.46,104.46
YOL114C,51.58,51.58,51.58,51.58,51.58,51.58,51.58
YOL115W,141.29,261.10,261.10,109.86,261.10,261.10,261.10
YOL122C,602.73,602.73,602.73,1643.65,602.73,602.73,92.74
YOL124C,2.94,4.28,4.28,4.28,4.28,4.28,4.28
YOL125W,22.32,22.32,22.32,22.32,22.32,22.32,36.77
YOL126C,3.44,3.44,3.44,3.44,3.44,3.44,3.44
YOL129W,6.26,6.26,6.26,6.26,6.26,6.26,6.26
YOL130W,7.81,7.81,18.32,8.41,7.81,7.81,7.81
YOL131W,1.25,4.11,4.11,4.11,4.11,4.11,4.11
YOL133W,4.15,4.15,4.15,4.15,4.15,4.15,4.15
YOL136C,16.18,16.18,16.18,14.35,16.18,16.18,16.18
YOL140W,3.24,3.24,3.24,3.24,3.24,3.24,3.24
YOL141W,71.04,86.84,71.04,71.04,71.04,71.04,71.04
YOL143C,5.07,5.07,5.07,5.07,4.94,5.07,5.07
YOL151W,676.41,1358.79,1358.79,1358.79,1358.79,1358.79,1358.79
YOL152W,10.21,10.21,10.21,10.21,10.21,10.21,10.21
YOL156W,22.38,22.38,22.38,22.38,22.38,54.31,16.61
YOL157C,2.88,2.88,2.88,2.88,2.88,2.88,2.88
YOL165C,190.95,259.60,259.60,259.60,259.60,259.60,259.60
YOR001W,107.69,107.69,107.69,107.69,107.69,107.69,107.69
YOR002W,31.36,31.36,19.23,31.36,31.36,51.20,31.36
YOR011W,2.66,2.66,2.66,2.66,2.66,2.66,2.66
YOR025W,27.55,27.55,27.55,27.55,27.55,24.86,27.55
YOR033C,3.74,0.78,3.74,3.74,28.45,3.74,1.26
YOR034C,180.10,180.10,180.10,180.10,180.10,180.10,180.10
YOR040W,67.61,67.61,67.61,67.61,67.61,67.61,67.61
YOR046C,23.18,23.18,23.18,23.18,35.26,14.16,23.18
YOR051C,0.52,0.52,0.52,0.52,0.52,0.52,0.52
YOR054C,4.59,4.59,4.59,4.59,4.59,4.59,4.59
YOR065W,56.35,24.99,56.35,56.35,56.35,56.35,56.35
YOR067C,479.33,123.88,123.88,123.88,62.41,123.88,265.20
YOR071C,242.48,106.03,106.03,106.03,106.03,195.61,106.03
YOR074C,4.18,1.84,1.84,1.84,1.84,1.84,1.84
YOR081C,18.25,31.57,31.57,31.57,31.57,10.61,31.57
YOR086C,92.14,92.14,92.14,92.14,92.14,92.14,92.14
YOR090C,1.93,1.67,1.67,1.67,0.27,1.67,1.95
YOR095C,19.85,19.85,19.85,19.85,19.85,19.85,19.85
YOR097C,30.29,30.29,30.29,30.29,30.29,54.36,26.16
YOR098C,12.79,12.79,12.79,8.05,12.79,12.79,12.79
YOR099W,1.25,1.75,1.25,1.25,1.25,1.25,1.25
YOR100C,12.32,12.32,12.32,12.32,0.89,12.32,12.32
YOR101W,12.29,12.29,12.29,8.50,12.29,12.29,12.29
YOR108W,16.09,16.09,16.09,16.09,16.09,16.09,16.09
YOR109W,8.63,8.63,8.63,5.72,8.63,8.63,8.63
YOR111W,10.33,13.36,10.33,10.33,10.33,10.33,10.33
YOR116C,18.92,18.92,18.92,18.92,18.92,18.92,18.92
YOR117W,39.00,39.00,39.00,39.00,39.00,39.00,39.00
YOR119C,12.72,12.72,12.72,14.80,12.72,12.72,12.72
YOR120W,10.86,10.86,10.86,5.25,10.86,10.86,10.86
YOR124C,23.07,23.07,23.07,23.07,27.83,23.24,23.07
YOR125C,1.13,1.13,1.13,1.13,1.13,1.13,1.13
YOR126C,15.58,16.55,41.08,41.08,41.08,41.08,41.08
YOR128C,20.07,20.07,20.07,26.64,20.07,20.07,20.07
YOR130C,9.83,21.32,21.32,21.32,21.32,21.32,21.32
YOR131C,84.87,177.12,84.87,84.87,84.87,22.45,84.87
YOR136W,1.07,1.07,1.07,1.07,1.07,1.07,1.07
YOR138C,1.04,1.04,0.64,1.04,1.04,1.33,1.04
YOR142W,18.06,30.29,30.29,30.29,30.29,35.85,30.29
YOR142W-B,19.87,19.87,19.87,18.30,19.87,19.87,18.68
YOR143C,25.93,25.93,25.93,25.93,25.93,27.10,25.93
YOR145C,10.04,10.04,10.04,10.04,10.04,10.04,10.04
YOR147W,29.77,54.41,33.40,45.48,54.41,54.41,54.41
YOR149C,219.93,81.37,81.37,81.37,81.37,69.26,81.37
YOR151C,21.55,41.51,41.51,14.55,41.51,41.51,41.51
YOR155C,13.58,13.58,13.58,30.16,13.58,13.58,13.58
YOR156C,0.85,0.85,0.85,0.85,0.85,0.85,0.85
YOR158W,63.68,63.68,63.68,63.68,63.68,63.68,63.68
YOR161C,59.60,125.54,125.54,125.54,125.54,125.54,125.54
YOR162C,52.82,52.82,52.82,10.95,52.82,52.82,52.82
YOR163W,5.37,5.37,5.37,5.37,5.37,5.37,5.37
YOR168W,55.19,55.19,55.19,55.19,55.19,55.19,55.19
YOR171C,36.83,73.02,73.02,73.02,73.02,38.78,73.02
YOR172W,208.14,208.14,208.14,208.14,208.14,86.76,208.14
YOR173W,5.40,5.40,5.40,5.40,5.40,5.40,5.40
YOR175C,14.30,14.30,33.85,14.30,14.30,14.30,14.30
YOR176W,61.62,61.62,61.62,61.62,61.62,61.62,61.62
YOR177C,16.54,21.89,21.89,21.89,16.91,21.89,21.89
YOR180C,3.76,3.76,3.76,3.76,3.76,2.51,3.76
YOR181W,37.41,37.41,37.41,37.41,37.41,37.41,37.41
YOR184W,47.85,15.40,47.85,47.85,47.85,60.60,47.85
YOR187W,22.92,22.92,9.25,22.92,188.33,22.92,22.92
YOR190W,27.92,27.92,27.92,27.92,27.92,27.92,56.87
YOR192C,11.44,13.63,13.63,13.63,29.87,53.68,13.63
YOR192C-B,184.46,184.46,184.46,184.46,184.46,184.46,184.46
YOR196C,5.20,5.20,5.20,16.53,5.20,5.20,5.20
YOR202W,8.32,8.32,8.32,8.32,8.32,8.32,8.32
YOR204W,20.42,20.42,20.42,20.42,20.42,20.42,20.42
YOR207C,75.07,75.07,75.07,75.07,75.07,75.07,75.07
YOR208W,4.59,2.13,2.13,2.13,2.13,1.81,2.13
YOR209C,2.81,2.81,2.81,2.81,1.80,2.81,2.81
YOR210W,0.94,0.94,0.94,0.94,0.94,0.94,0.94
YOR211C,21.10,21.10,21.10,21.10,21.10,21.10,21.10
YOR215C,3.75,3.75,3.75,3.75,3.75,7.36,3.75
YOR216C,11.28,30.28,11.28,11.28,11.28,11.28,11.28
YOR221C,54.17,54.17,54.17,54.17,54.17,54.17,54.17
YOR222W,7.67,7.67,7.67,4.10,7.67,5.53,7.67
YOR226C,28.42,28.42,28.42,28.42,28.42,28.42,13.66
YOR227W,12.82,26.85,12.82,12.82,12.82,12.82,12.82
YOR236W,55.05,412.16,55.05,55.05,65.92,31.82,55.05
YOR241W,40.96,40.96,40.96,40.96,40.96,40.96,40.96
YOR243C,7.11,17.02,54.30,7.11,7.11,7.11,2.37
YOR244W,15.60,15.60,15.60,15.60,15.60,15.60,15.60
YOR245C,96.12,96.12,96.12,137.56,96.12,96.12,96.12
YOR246C,36.24,36.24,36.24,36.24,36.24,36.24,57.66
YOR249C,2.47,2.47,5.11,2.47,2.47,2.47,2.47
YOR251C,53.70,53.70,25.83,53.70,53.70,53.70,53.70
YOR253W,3.95,3.95,3.09,3.95,3.95,3.95,3.95
YOR257W,167.13,167.13,167.13,167.13,167.13,167.13,167.13
YOR259C,93.33,93.33,93.33,93.33,93.33,93.33,93.33
YOR262W,31.03,31.03,31.03,66.75,31.03,31.03,16.67
YOR269W,25.43,25.43,25.43,25.43,25.43,25.43,25.43
YOR270C,14.68,14.68,18.79,14.68,14.68,14.68,14.68
YOR273C,55.58,27.65,55.58,55.58,55.58,55.58,80.74
YOR274W,2.22,11.52,11.52,11.52,11.52,11.52,4.84
YOR278W,3.55,28.60,28.60,28.60,28.60,28.60,28.60
YOR283W,74.28,74.28,74.28,264.53,74.28,74.28,74.28
YOR285W,8.65,18.89,8.65,8.65,8.65,8.65,8.65
YOR286W,7.97,7.97,7.97,7.54,7.97,7.97,7.97
YOR303W,3.35,3.35,2.57,3.35,3.35,3.35,3.35
YOR304W,2.76,4.07,4.07,4.07,4.07,2.31,4.07
YOR306C,0.57,1.29,1.29,1.29,1.29,1.29,1.29
YOR311C,60.02,62.77,60.02,60.02,60.02,60.02,785.78
YOR316C,302.89,1143.50,302.89,302.89,302.89,417.24,302.89
YOR317W,529.42,170.37,170.37,170.37,170.37,170.37,170.37
YOR320C,1.18,1.75,27.12,1.75,0.30,0.75,1.75
YOR321W,59.58,59.58,59.58,59.58,15.60,59.58,59.58
YOR323C,169.55,169.55,169.55,169.55,169.55,169.55,169.55
YOR332W,10.12,10.12,10.12,10.12,10.12,18.49,10.12
YOR334W,23.39,27.73,23.39,23.39,23.39,23.39,23.39
YOR335C,0.99,0.28,0.99,0.99,0.99,0.99,0.99
YOR336W,29.97,29.97,29.97,29.97,29.97,29.97,29.97
YOR339C,4.07,4.07,4.07,4.07,1.73,4.07,4.07
YOR341W,27.10,27.10,27.10,27.10,27.10,59.30,27.10
YOR342C,3.77,1.93,1.93,1.93,1.93,1.71,1.93
YOR343W-B,45.34,45.34,45.34,45.34,45.34,45.34,45.34
YOR347C,93.39,93.39,93.39,93.39,93.39,93.39,93.39
YOR348C,6.20,6.20,2.43,6.20,41.04,6.20,6.20
YOR358W,3.65,3.65,3.65,1.72,3.65,3.65,3.65
YOR360C,0.79,0.79,0.79,4.97,0.79,0.79,0.79
YOR374W,14.92,2.31,13.47,13.47,13.47,13.47,13.47
YOR375C,8.39,8.39,22.43,8.39,8.39,8.39,8.39
YOR377W,1.96,1.96,1.96,1.96,1.96,1.96,4.13
YOR381W,39.63,39.63,39.63,39.63,39.63,39.82,39.63
YOR384W,10.23,5.02,10.23,10.23,10.23,10.23,10.23
YOR388C,4.00,4.00,4.00,4.00,4.00,4.00,4.00
YOR391C,8.74,8.74,8.74,8.74,0.39,8.74,8.74
YOR393W,100.18,100.18,152.07,100.18,100.18,100.18,100.18
YPL001W,49.62,49.62,49.62,49.62,49.62,49.62,49.62
YPL007C,15.94,16.53,16.53,16.53,16.53,16.53,16.53
YPL008W,83.80,50.84,50.84,50.84,50.84,50.84,50.84
YPL015C,3.52,3.52,3.52,3.52,3.52,3.52,3.52
YPL017C,21.08,21.08,21.08,21.08,21.08,20.31,21.08
YPL023C,25.05,25.05,25.05,25.05,14.58,25.05,25.05
YPL028W,6.58,9.93,9.93,9.93,9.93,9.93,9.93
YPL029W,38.60,38.60,38.60,38.60,38.60,38.60,38.60
YPL030W,6.23,6.23,6.23,6.23,6.23,6.23,6.23
YPL036W,43.15,43.15,6.25,43.15,43.15,81.86,43.15
YPL040C,45.96,45.96,45.96,45.96,45.96,45.96,50.97
YPL053C,0.25,0.25,0.25,0.25,0.82,0.25,0.25
YPL057C,119.76,119.76,119.76,119.76,119.76,119.76,61.72
YPL059W,0.21,0.44,0.21,0.12,0.21,0.21,0.02
YPL060W,7.97,7.97,7.97,7.97,7.97,7.97,7.97
YPL061W,93.51,93.51,93.51,93.51,93.51,93.51,93.51
YPL069C,12.48,12.48,12.48,12.48,12.48,12.48,12.48
YPL072W,2.23,2.23,2.23,2.23,2.23,2.23,2.23
YPL075W,3.89,3.89,3.89,3.89,3.89,3.89,3.89
YPL076W,93.72,93.72,93.72,93.72,93.72,394.50,253.22
YPL078C,1.12,1.12,1.12,1.12,1.12,1.12,1.12
YPL081W,109.23,109.23,109.23,109.23,109.23,40.39,109.23
YPL087W,18.49,18.49,18.49,18.49,18.49,18.49,18.49
YPL088W,3.36,3.36,3.36,3.36,3.36,3.71,3.36
YPL091W,8.38,8.38,8.38,8.38,6.73,8.38,8.38
YPL092W,4.37,4.37,4.37,4.37,4.37,4.37,4.37
YPL095C,73.65,73.65,21.92,234.47,73.65,73.65,73.65
YPL096C-A,60.26,60.26,283.54,60.26,53.40,60.26,60.26
YPL096W,1.52,1.52,1.52,1.52,5.12,1.52,1.52
YPL097W,10.96,10.96,10.96,10.96,10.96,10.96,10.96
YPL098C,5.50,5.50,0.86,5.50,5.50,5.50,5.50
YPL099C,139.81,139.81,139.81,139.81,139.81,139.81,266.20
YPL104W,11.14,1.53,4.24,3.91,2.65,2.65,2.65
YPL110C,222.82,222.82,222.82,222.82,212.19,222.82,222.82
YPL111W,19.11,19.11,19.11,19.11,3.87,19.11,10.88
YPL116W,3.52,3.52,3.52,3.52,3.52,3.52,3.52
YPL117C,19.68,7.27,9.85,16.91,7.27,7.27,7.27
YPL118W,6.03,6.03,6.03,4.71,6.03,6.03,6.03
YPL119C,2.97,2.97,2.97,2.97,2.97,2.97,0.97
YPL120W,23.16,23.16,23.16,23.16,23.16,23.16,128.59
YPL123C,3.18,3.18,3.18,3.18,3.18,3.18,3.18
YPL132W,0.76,0.76,0.76,0.76,0.76,1.71,0.76
YPL134C,11.36,2.54,11.36,11.36,11.36,11.36,11.36
YPL135W,1.34,0.34,1.34,6.64,1.34,1.34,1.34
YPL147W,6.50,6.50,6.50,6.50,6.50,6.50,6.50
YPL148C,5.14,5.14,5.14,5.14,12.68,5.14,5.14
YPL152W,5.44,5.44,7.21,5.44,8.35,5.44,5.44
YPL160W,260.07,404.01,404.01,404.01,404.01,404.01,201.95
YPL172C,21.86,21.86,21.86,21.86,21.86,21.86,21.86
YPL174C,29.02,29.02,29.02,29.02,31.14,29.02,29.02
YPL175W,1.40,1.40,1.40,1.40,1.40,1.40,2.39
YPL179W,7.53,7.53,7.53,7.60,3.15,7.53,7.53
YPL188W,27.74,27.74,21.00,27.74,27.74,27.74,27.74
YPL189W,4.32,4.32,4.32,4.32,4.32,4.32,4.32
YPL191C,78.42,78.42,78.42,78.42,78.42,78.42,186.17
YPL206C,3.31,3.31,3.31,3.31,3.31,3.31,0.92
YPL207W,13.07,13.07,13.07,13.07,13.07,13.07,13.07
YPL212C,8.34,8.34,8.34,8.34,8.34,38.10,8.34
YPL214C,25.70,18.34,25.70,25.70,25.70,25.70,25.70
YPL216W,7.68,7.68,7.68,7.68,7.68,7.68,7.68
YPL227C,12.01,13.38,4.81,13.38,13.38,13.38,13.38
YPL228W,14.09,14.09,14.71,14.09,14.09,14.09,14.09
YPL231W,6.68,6.68,6.68,7.50,6.68,6.68,6.68
YPL234C,41.58,20.12,41.58,41.58,41.58,41.58,23.48
YPL235W,28.72,12.35,28.72,28.72,28.72,28.72,28.72
YPL240C,63.67,17.59,17.59,17.59,17.59,17.59,17.59
YPL244C,10.53,10.53,10.53,10.53,10.53,10.53,10.53
YPL248C,66.34,66.34,66.34,66.34,66.34,98.29,66.34
YPL252C,14.10,14.10,14.10,14.10,14.10,14.10,14.10
YPL254W,12.68,12.68,12.68,12.68,12.68,12.68,12.68
YPL257W-B,21.84,23.50,23.50,23.50,23.50,23.50,23.50
YPL258C,255.92,255.92,255.92,255.92,255.92,255.92,155.96
YPL262W,2.69,2.69,2.69,2.69,2.69,2.69,2.69
YPL265W,7.12,63.74,63.74,96.41,63.74,63.74,68.65
YPL266W,1.17,1.17,1.17,1.17,1.17,1.17,1.17
YPL268W,27.82,27.82,27.82,27.82,6.76,27.82,27.82
YPL271W,213.28,213.28,455.78,213.28,69.30,213.28,213.28
YPL273W,41.80,41.80,41.80,69.80,41.80,41.80,41.80
YPL274W,25.94,25.94,25.94,25.94,25.94,25.94,25.94
YPL280W,9.76,8.67,53.74,8.67,8.67,8.67,8.67
YPL281C,21.04,21.04,21.04,21.04,21.04,21.04,21.04
YPR001W,13.76,13.76,13.76,9.76,13.76,13.76,13.76
YPR002W,6.18,6.18,6.18,6.18,6.18,6.18,6.18
YPR003C,13.00,13.00,13.00,13.00,13.00,13.00,13.00
YPR006C,27.05,27.05,27.05,27.05,27.05,27.05,27.05
YPR007C,6.35,6.35,6.35,6.35,6.35,6.35,6.35
YPR010C,5.99,5.99,5.99,5.99,5.99,5.99,5.99
YPR011C,2.61,2.61,2.61,2.61,6.10,2.61,2.61
YPR018W,36.09,36.09,36.09,10.12,36.09,36.09,36.09
YPR019W,45.51,45.51,45.51,45.51,70.76,45.51,45.51
YPR020W,8.07,28.43,28.43,28.43,28.43,28.43,28.43
YPR021C,85.43,85.43,85.43,85.43,53.34,85.43,85.43
YPR024W,22.92,22.92,22.92,22.92,7.56,22.92,22.92
YPR026W,36.16,36.16,36.16,36.16,36.16,36.16,36.16
YPR027C,31.68,31.68,31.68,31.68,31.68,31.68,10.06
YPR029C,17.51,17.51,8.14,32.26,17.51,17.51,4.12
YPR030W,9.06,9.06,5.55,8.35,9.06,9.06,8.68
YPR033C,556.26,556.26,556.26,556.26,556.26,556.26,556.26
YPR035W,10.20,10.20,10.20,10.20,10.20,3.44,10.20
YPR036W,7.40,69.08,7.40,7.40,7.40,7.40,7.40
YPR037C,169.21,239.18,38.51,38.51,38.51,38.51,67.65
YPR042C,29.31,29.31,27.29,29.31,22.31,29.31,18.08
YPR047W,2.44,2.44,2.44,2.59,2.44,2.44,2.44
YPR049C,179.19,108.20,132.59,108.20,108.20,108.20,85.31
YPR056W,17.44,17.44,17.44,17.44,17.44,17.44,17.44
YPR058W,3.79,3.79,3.79,3.79,2.50,3.79,3.79
YPR060C,119.48,48.41,119.48,119.48,119.48,100.51,119.48
YPR062W,51.34,51.34,51.34,51.34,51.34,51.34,51.34
YPR066W,3.01,3.01,3.01,3.01,3.01,3.01,8.10
YPR068C,288.81,277.78,288.81,288.81,116.94,288.81,288.81
YPR069C,53.96,53.96,53.96,19.57,53.96,53.96,53.96
YPR071W,19.78,19.78,19.78,19.78,19.78,19.78,19.78
YPR073C,218.18,68.28,218.18,52.65,218.18,218.18,218.18
YPR074C,25.51,75.98,25.51,25.51,25.51,25.51,25.51
YPR079W,4.20,19.26,16.22,19.26,19.26,8.89,11.44
YPR080W,7.46,5.94,7.46,7.46,7.46,7.46,7.46
YPR081C,48.08,48.08,48.08,48.08,48.08,48.08,48.08
YPR083W,41.05,41.05,41.05,41.05,41.05,41.05,12.87
YPR093C,7.77,20.53,20.53,20.53,20.53,20.53,21.93
YPR109W,1.23,6.14,6.14,6.14,6.14,15.69,6.14
YPR113W,17.71,24.41,24.41,24.41,24.41,24.41,28.24
YPR118W,18.09,18.09,18.09,28.32,18.09,18.09,18.09
YPR121W,2.72,2.72,0.86,2.72,2.72,2.72,1.42
YPR122W,1.12,2.21,2.21,2.21,2.21,2.21,2.21
YPR125W,46.89,46.89,46.89,46.89,46.89,46.89,46.89
YPR127W,0.41,0.41,0.41,0.41,0.41,0.41,0.41
YPR128C,27.33,27.33,27.33,27.33,27.33,27.10,27.33
YPR137C-B,9.80,9.80,9.80,45.22,9.80,9.80,9.80
YPR138C,136.57,142.93,142.93,142.93,142.93,142.93,142.93
YPR139C,9.58,138.60,9.58,9.58,9.58,9.58,2.88
YPR140W,54.01,54.01,54.01,54.01,54.01,54.01,54.01
YPR144C,19.05,11.07,11.07,5.95,11.07,11.07,11.07
YPR145W,23.82,23.82,40.16,36.21,23.82,8.30,23.82
YPR156C,60.66,60.66,517.34,60.66,60.66,60.66,60.66
YPR157W,10.04,10.04,10.04,10.04,26.58,5.57,10.04
YPR159W,89.55,89.55,89.55,57.53,89.55,89.55,89.55
YPR160W,21.31,4.52,4.52,4.52,15.64,4.52,4.52
YPR162C,31.25,31.25,17.50,31.25,31.25,31.25,31.25
YPR165W,274.74,80.15,80.15,80.15,80.15,80.15,80.15
YPR167C,54.06,54.06,54.06,54.06,54.06,54.06,93.25
YPR170W-B,355.91,355.91,556.02,355.91,355.91,355.91,355.91
YPR173C,6.39,6.39,6.39,6.39,6.39,6.39,6.39
YPR176C,2.54,2.54,2.54,2.54,2.54,2.54,0.67
YPR178W,4.52,4.52,4.52,4.52,4.52,4.52,4.52
