reaction_uid,model_reaction_id,reaction_name,model_equation,rxndb_direct_match,rxndb_source,rxndb_id,ec_number,template_id,template_substrate,reactant_smile,product_smile,rxn_smiles_basic,rxn_smiles_final,similarity,rule,provenance_status,notes
MODEL_RXN:0004132,rxn1,rxn1,s_0794 + s_1065 + s_1212 + s_1275 --> s_0803 + s_1207 + sn_103,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1,1.3.1.14;1.3.3.2,MNXR97424,O=C1C[C@@H](C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,O=C1CC(C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1>>O=C1CC(C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>O=C1CC(C(=O)[O-])NC(=O)N1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,1.0,[O;-;D1;H0:1]-[C:2](=[O;D1;H0:3])-[C@@H;D3;+0:4]1-[CH2;D2;+0:5]-[C;H0;D3;+0:6](=[O;D1;H0:7])-[NH;D2;+0:8]-[C;H0;D3;+0:9](=[O;D1;H0:10])-[NH;D2;+0:11]-1>>[O;-;D1;H0:1]-[C:2](=[O;D1;H0:3])-[c;H0;D3;+0:4]1:[cH;D2;+0:5]:[c;H0;D3;+0:6](=[O;D1;H0:7]):[nH;D2;+0:8]:[c;H0;D3;+0:9](=[O;D1;H0:10]):[nH;D2;+0:11]:1,rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004133,rxn10,rxn10,s_0794 + s_1203 + s_2894 --> s_1198 + s_2900,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn10,1.1.1.21,MNXR130061_reverse,OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,O=CC(O)CO,OCC(O)CO,O=CC(O)CO>>OCC(O)CO,O=CC(O)CO.[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>OCC(O)CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,0.9047619048000001,[C:1]-[CH2;D2;+0:2]-[OH;D1;+0:3]>>[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0005940,rxn2626,rxn2626,s_3232 + s_4064 --> s_0958 + s_3224,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn2626,,MNXR180704_reverse,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O|[H]O[H],OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O.O,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O>>OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O.O,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O>>OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O.O,0.8888888889000001|1,[#8:1]-[C:2]-[CH2;D2;+0:3]-[O;H0;D2;+0:7]-[C:6]-[#8:5].[OH2;D0;+0:4]>>[#8:1]-[C:2]-[CH2;D2;+0:3]-[OH;D1;+0:4].[#8:5]-[C:6]-[OH;D1;+0:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0005941,rxn2627,rxn2627,s_0188 + s_3232 --> s_3224 + s_3958,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn2627,,MNXR180704_reverse,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O|[H]O[H],OCC1OC(O)C(O)C(O)C1O.OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O.O,OCC1OC(O)C(O)C(O)C1O.OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O>>OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O.O,OCC1OC(O)C(O)C(O)C1O.OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O>>OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O.O,0.8888888889000001|1,[#8:1]-[C:2]-[CH2;D2;+0:3]-[O;H0;D2;+0:7]-[C:6]-[#8:5].[OH2;D0;+0:4]>>[#8:1]-[C:2]-[CH2;D2;+0:3]-[OH;D1;+0:4].[#8:5]-[C:6]-[OH;D1;+0:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0005942,rxn2628,rxn2628,s_0260 + s_3232 --> s_3224 + s_3958,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn2628,,MNXR180704_reverse,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O|[H]O[H],OCC1OC(O)C(O)C(O)C1O.OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O.O,OCC1OC(O)C(O)C(O)C1O.OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O>>OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O.O,OCC1OC(O)C(O)C(O)C1O.OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O>>OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O.O,0.8888888889000001|1,[#8:1]-[C:2]-[CH2;D2;+0:3]-[O;H0;D2;+0:7]-[C:6]-[#8:5].[OH2;D0;+0:4]>>[#8:1]-[C:2]-[CH2;D2;+0:3]-[OH;D1;+0:4].[#8:5]-[C:6]-[OH;D1;+0:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0005943,rxn2629,rxn2629,s_0295 + s_3232 --> s_0973 + s_3224,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn2629,,MNXR180704_reverse,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O|[H]O[H],OCC1OC(O)(CO)C(O)C1O.OCC1OC(O)C(O)C(O)C1O,OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O.O,OCC1OC(O)(CO)C(O)C1O.OCC1OC(O)C(O)C(O)C1O>>OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O.O,OCC1OC(O)(CO)C(O)C1O.OCC1OC(O)C(O)C(O)C1O>>OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O.O,0.8378378378|1,[#8:1]-[C:2]-[CH2;D2;+0:3]-[O;H0;D2;+0:7]-[C:6]-[#8:5].[OH2;D0;+0:4]>>[#8:1]-[C:2]-[CH2;D2;+0:3]-[OH;D1;+0:4].[#8:5]-[C:6]-[OH;D1;+0:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0005944,rxn263,rxn263,s_0803 + s_4017 --> s_0362 + s_0794 + s_3953,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn263,2.1.1,MNXR118837,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O|COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)ccc1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC(=O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)cc(O)c1O.C[S@+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC(=O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)cc(OC)c1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC(=O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)cc(O)c1O.C[S@+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O>>Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC(=O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)cc(OC)c1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC(=O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)cc(O)c1O.C[S@+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O>>Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC(=O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)cc(OC)c1O.[H+],0.9848484848000001|0.7045454545000001,[CH3;D1;+0:4]-[O;H0;D2;+0:5]-[c:6].[C:1]-[S;H0;D2;+0:2]-[C:3]>>[C:1]-[S@+;H0;D3:2](-[C:3])-[CH3;D1;+0:4].[OH;D1;+0:5]-[c:6],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0005945,rxn2630,rxn2630,s_3232 + s_4071 --> s_3224 + s_3997,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn2630,2.1.1.155;2.1.1.231,MNXR150628,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O|COc1ccc(C2CC(=O)c3ccccc3O2)cc1,C[S@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c12,Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2O)ccc1O,C[S@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c12>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2O)ccc1O,C[S@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c12>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2O)ccc1O.[H+],1.0|0.7812500000000001,[CH3;D1;+0:4]-[O;H0;D2;+0:5]-[c:6].[C:1]-[S;H0;D2;+0:2]-[C:3]>>[C:1]-[S@+;H0;D3:2](-[C:3])-[CH3;D1;+0:4].[OH;D1;+0:5]-[c:6],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0005946,rxn2631,rxn2631,s_0264 + s_3510 --> s_0285 + s_2961,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn2631,2.1.1.155;2.1.1.231,MNXR150628,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O|COc1ccc(C2CC(=O)c3ccccc3O2)cc1,C[S@@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c12,Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2O)ccc1O,C[S@@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c12>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2O)ccc1O,C[S@@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c12>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2O)ccc1O.[H+],1.0|0.7812500000000001,[CH3;D1;+0:4]-[O;H0;D2;+0:5]-[c:6].[C:1]-[S;H0;D2;+0:2]-[C:3]>>[C:1]-[S@+;H0;D3:2](-[C:3])-[CH3;D1;+0:4].[OH;D1;+0:5]-[c:6],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0005947,rxn2632,rxn2632,s_1238 + s_3510 --> s_1014 + s_2961,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn2632,2.1.1.155;2.1.1.231,MNXR150628,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O|COc1ccc(C2CC(=O)c3ccccc3O2)cc1,C[S@@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,C[S@@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,C[S@@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O.[H+],1.0|0.7812500000000001,[CH3;D1;+0:4]-[O;H0;D2;+0:5]-[c:6].[C:1]-[S;H0;D2;+0:2]-[C:3]>>[C:1]-[S@+;H0;D3:2](-[C:3])-[CH3;D1;+0:4].[OH;D1;+0:5]-[c:6],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0005948,rxn2633,rxn2633,s_3510 + s_4064 --> s_0958 + s_2961,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn2633,2.1.1.155;2.1.1.231,MNXR150628,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O|COc1ccc(C2CC(=O)c3ccccc3O2)cc1,C[S@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,C[S@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,C[S@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O.[H+],1.0|0.7812500000000001,[CH3;D1;+0:4]-[O;H0;D2;+0:5]-[c:6].[C:1]-[S;H0;D2;+0:2]-[C:3]>>[C:1]-[S@+;H0;D3:2](-[C:3])-[CH3;D1;+0:4].[OH;D1;+0:5]-[c:6],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0005949,rxn2634,rxn2634,s_0188 + s_3510 --> s_2961 + s_3958,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn2634,2.1.1.155;2.1.1.231,MNXR150628,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O|COc1ccc(C2CC(=O)c3ccccc3O2)cc1,C[S@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.[O-]c1cc2c([O-])cc(O)cc2[o+]c1-c1ccc(O)c(O)c1,Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])ccc1O,C[S@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.[O-]c1cc2c([O-])cc(O)cc2[o+]c1-c1ccc(O)c(O)c1>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])ccc1O,C[S@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.[O-]c1cc2c([O-])cc(O)cc2[o+]c1-c1ccc(O)c(O)c1>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])ccc1O.[H+],1.0|0.75,[CH3;D1;+0:4]-[O;H0;D2;+0:5]-[c:6].[C:1]-[S;H0;D2;+0:2]-[C:3]>>[C:1]-[S@+;H0;D3:2](-[C:3])-[CH3;D1;+0:4].[OH;D1;+0:5]-[c:6],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0005950,rxn2635,rxn2635,s_0260 + s_3510 --> s_2961 + s_3958,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn2635,2.1.1.155;2.1.1.231,MNXR150628,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O|COc1ccc(C2CC(=O)c3ccccc3O2)cc1,C[S@@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.[O-]c1cc2c([O-])cc(O)cc2[o+]c1-c1ccc(O)c(O)c1,Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])ccc1O,C[S@@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.[O-]c1cc2c([O-])cc(O)cc2[o+]c1-c1ccc(O)c(O)c1>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])ccc1O,C[S@@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.[O-]c1cc2c([O-])cc(O)cc2[o+]c1-c1ccc(O)c(O)c1>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])ccc1O.[H+],1.0|0.75,[CH3;D1;+0:4]-[O;H0;D2;+0:5]-[c:6].[C:1]-[S;H0;D2;+0:2]-[C:3]>>[C:1]-[S@+;H0;D3:2](-[C:3])-[CH3;D1;+0:4].[OH;D1;+0:5]-[c:6],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0005951,rxn2636,rxn2636,s_0295 + s_3510 --> s_0973 + s_2961,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn2636,2.1.1.155;2.1.1.231,MNXR150628,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O|COc1ccc(C2CC(=O)c3ccccc3O2)cc1,COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])cc(O)c1O.C[S@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])cc(OC)c1O,COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])cc(O)c1O.C[S@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])cc(OC)c1O,COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])cc(O)c1O.C[S@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])cc(OC)c1O.[H+],1.0|0.7272727273,[CH3;D1;+0:4]-[O;H0;D2;+0:5]-[c:6].[C:1]-[S;H0;D2;+0:2]-[C:3]>>[C:1]-[S@+;H0;D3:2](-[C:3])-[CH3;D1;+0:4].[OH;D1;+0:5]-[c:6],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0005952,rxn2637,rxn2637,s_3510 + s_4071 --> s_2961 + s_3997,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn2637,2.1.1.155;2.1.1.231,MNXR150628,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O|COc1ccc(C2CC(=O)c3ccccc3O2)cc1,COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])cc(O)c1O.C[S@@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])cc(OC)c1O,COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])cc(O)c1O.C[S@@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])cc(OC)c1O,COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])cc(O)c1O.C[S@@+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O>>Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.COc1cc(-c2[o+]c3cc(O)cc([O-])c3cc2[O-])cc(OC)c1O.[H+],1.0|0.7272727273,[CH3;D1;+0:4]-[O;H0;D2;+0:5]-[c:6].[C:1]-[S;H0;D2;+0:2]-[C:3]>>[C:1]-[S@+;H0;D3:2](-[C:3])-[CH3;D1;+0:4].[OH;D1;+0:5]-[c:6],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
