model_reaction_id,reaction_name,model_equation,negative_sample_role,reason,gpr,orfs,enzyme_ec_numbers
r_1856,IPC transport,s_0898 <=> s_0897,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1857,IPC transport,s_0904 <=> s_0903,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1858,IPC transport,s_0910 <=> s_0909,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1859,IPC transport,s_0916 <=> s_0915,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1860,IPC transport,s_0922 <=> s_0921,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1920,M(IP)2C transport,s_0862 <=> s_0861,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1921,M(IP)2C transport,s_0868 <=> s_0867,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1922,M(IP)2C transport,s_0874 <=> s_0873,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1923,M(IP)2C transport,s_0880 <=> s_0879,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1924,M(IP)2C transport,s_0886 <=> s_0885,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1925,M(IP)2C transport,s_0865 <=> s_0864,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1926,M(IP)2C transport,s_0871 <=> s_0870,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1927,M(IP)2C transport,s_0877 <=> s_0876,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1928,M(IP)2C transport,s_0883 <=> s_0882,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1929,M(IP)2C transport,s_0889 <=> s_0888,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1937,MIPC transport,s_1117 <=> s_1116,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1938,MIPC transport,s_1123 <=> s_1122,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1939,MIPC transport,s_1129 <=> s_1128,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1940,MIPC transport,s_1135 <=> s_1134,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1941,MIPC transport,s_1141 <=> s_1140,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1942,MIPC transport,s_1120 <=> s_1119,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1943,MIPC transport,s_1126 <=> s_1125,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1944,MIPC transport,s_1132 <=> s_1131,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1945,MIPC transport,s_1138 <=> s_1137,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_1946,MIPC transport,s_1144 <=> s_1143,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_2140,fatty-acyl-CoA synthase (n-C16:0CoA),s_0373 + 21 s_0794 + 7 s_1101 + 14 s_1212 --> 7 s_0456 + 7 s_0529 + 7 s_0803 + 14 s_1207 + s_1302,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL182W and YPL231W,YKL182W|YPL231W,1.1.1.100|1.3.1.9|2.3.1.38|2.3.1.39|2.3.1.41|2.3.1.86|3.1.2.14|4.2.1.59
r_2141,fatty-acyl-CoA synthase (n-C18:0CoA),s_0373 + 24 s_0794 + 8 s_1101 + 16 s_1212 --> 8 s_0456 + 8 s_0529 + 8 s_0803 + 16 s_1207 + s_1454,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL182W and YPL231W,YKL182W|YPL231W,1.1.1.100|1.3.1.9|2.3.1.38|2.3.1.39|2.3.1.41|2.3.1.86|3.1.2.14|4.2.1.59
r_2158,elongase II or III (3-oxodocosanoyl-CoA),s_2782 + s_2783 + s_2793 --> s_2784 + s_2785 + s_2794,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YCR034W or YLR372W,YCR034W|YLR372W,2.3.1.199
r_2159,elongase II or III (3-oxotetracosanoyl-CoA),s_2782 + s_2783 + s_2795 --> s_2784 + s_2785 + s_2796,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YCR034W or YLR372W,YCR034W|YLR372W,2.3.1.199
r_2161,B-ketoacyl-CoA reductase ((S)-3-hydroxytetradecanoyl-CoA),s_2783 + s_2786 + s_2799 --> s_2800 + s_2801,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YBR159W,YBR159W,1.1.1.330
r_2162,B-ketoacyl-CoA reductase ((S)-3-hydroxypalmitoyl-CoA),s_2783 + s_2788 + s_2799 --> s_2800 + s_2802,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YBR159W,YBR159W,1.1.1.330
r_2167,B-ketoacyl-CoA reductase ((S)-3-hydroxyhexacosanoyl-CoA),s_2783 + s_2798 + s_2799 --> s_2800 + s_2807,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YBR159W,YBR159W,1.1.1.330
r_2169,B-hydroxyacyl-CoA dehydratase (trans-hexadec-2-enoyl-CoA),s_2802 <=> s_2808 + s_2810,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YJL097W,YJL097W,4.2.1.134
r_2171,B-hydroxyacyl-CoA dehydratase (trans-icos-2-enoyl-CoA),s_2804 <=> s_2808 + s_2812,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YJL097W,YJL097W,4.2.1.134
r_2172,B-hydroxyacyl-CoA dehydratase (trans-docos-2-enoyl-CoA),s_2805 <=> s_2808 + s_2813,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YJL097W,YJL097W,4.2.1.134
r_2174,B-hydroxyacyl-CoA dehydratase (trans-hexacos-2-enoyl-CoA),s_2807 <=> s_2808 + s_2815,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YJL097W,YJL097W,4.2.1.134
r_2176,trans-2-enoyl-CoA reductase (n-C16:0CoA),s_2783 + s_2799 + s_2810 --> s_2789 + s_2800,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDL015C,YDL015C,1.3.1.93
r_2178,trans-2-enoyl-CoA reductase (n-C20:0CoA),s_2783 + s_2799 + s_2812 --> s_2793 + s_2800,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDL015C,YDL015C,1.3.1.93
r_2179,trans-2-enoyl-CoA reductase (n-C22:0CoA),s_2783 + s_2799 + s_2813 --> s_2795 + s_2800,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDL015C,YDL015C,1.3.1.93
r_2180,trans-2-enoyl-CoA reductase (n-C24:0CoA),s_2783 + s_2799 + s_2814 --> s_2797 + s_2800,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDL015C,YDL015C,1.3.1.93
r_2182,"palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA), ER membrane",s_2783 + s_2789 + s_2817 + s_2818 --> 2 s_2808 + s_2819 + s_2820,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YGL055W,YGL055W,1.14.19.1
r_2183,"stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA), ER membrane",s_2783 + s_2791 + s_2817 + s_2818 --> 2 s_2808 + s_2820 + s_2821,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YGL055W,YGL055W,1.14.19.1
r_2209,"fatty-acid--CoA ligase (arachidate), cell envelope",s_2856 + s_2857 + s_2858 <=> s_2859 + s_2860 + s_2861,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL009W,YIL009W,6.2.1.3
r_2210,"fatty-acid--CoA ligase (behenate), cell envelope",s_2856 + s_2857 + s_2862 <=> s_2859 + s_2860 + s_2863,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YIL009W,YIL009W,6.2.1.3
r_2213,"fatty-acid--CoA ligase (behenate), ER membrane",s_2785 + s_2831 + s_2868 <=> s_2795 + s_2833 + s_2834,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YBR041W,YBR041W,6.2.1.-
r_2216,"fatty-acid--CoA ligase (behenate), lipid particle",s_0531 + s_2840 + s_2871 <=> s_0635 + s_2842 + s_2872,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YBR041W,YBR041W,6.2.1.-
r_2219,fatty acyl-CoA transport via ABC system (C12:0),s_0434 + s_0803 + s_1073 --> s_0394 + s_0794 + s_1076 + s_1322,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL188C and YPL147W,YKL188C|YPL147W,
r_2220,fatty acyl-CoA transport via ABC system (C14:0),s_0434 + s_0803 + s_1176 --> s_0394 + s_0794 + s_1179 + s_1322,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL188C and YPL147W,YKL188C|YPL147W,
r_2222,fatty acyl-CoA transport via ABC system (C16:1),s_0434 + s_0803 + s_2877 --> s_0394 + s_0794 + s_1322 + s_2854,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL188C and YPL147W,YKL188C|YPL147W,
r_2224,fatty acyl-CoA transport via ABC system (C18:1),s_0434 + s_0803 + s_1262 --> s_0394 + s_0794 + s_1265 + s_1322,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL188C and YPL147W,YKL188C|YPL147W,
r_2225,fatty acyl-CoA transport via ABC system (C20:0),s_0434 + s_0803 + s_2878 --> s_0394 + s_0794 + s_1322 + s_2879,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL188C and YPL147W,YKL188C|YPL147W,
r_2228,fatty acyl-CoA transport via ABC system (C26:0),s_0434 + s_0803 + s_0816 --> s_0394 + s_0794 + s_0819 + s_1322,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL188C and YPL147W,YKL188C|YPL147W,
r_2229,"butyrate (n-C4:0) transport, cytoplasm-peroxisome",s_2828 <=> s_2882,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_2238,acyl-CoA oxidase (octanoyl-CoA),s_1258 + s_1279 --> s_0840 + s_2888,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YGL205W,YGL205W,1.3.3.6
r_2239,acyl-CoA oxidase (icosanoyl-CoA),s_1279 + s_2879 --> s_0840 + s_2889,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YGL205W,YGL205W,1.3.3.6
r_2240,acyl-CoA oxidase (docosanoyl-CoA),s_1279 + s_2881 --> s_0840 + s_2890,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YGL205W,YGL205W,1.3.3.6
r_2242,acyl-CoA oxidase (palmitoleoyl-CoA),4 s_0801 + s_1279 + s_2854 --> s_0840 + s_2892,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YGL205W,YGL205W,1.3.3.6
r_2243,acyl-CoA oxidase (cis-tetradec-7-enoyl-CoA),s_1279 + s_2893 --> s_0840 + s_2894,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YGL205W,YGL205W,1.3.3.6
r_2244,acyl-CoA oxidase (cis-dodec-5-enoyl-CoA),s_1279 + s_2895 --> s_0840 + s_2896,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YGL205W,YGL205W,1.3.3.6
r_2245,acyl-CoA oxidase (oleoyl-CoA),s_1265 + s_1279 --> s_0840 + s_2897,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YGL205W,YGL205W,1.3.3.6
r_2246,acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA),s_1279 + s_2898 --> s_0840 + s_2899,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YGL205W,YGL205W,1.3.3.6
r_2247,acyl-CoA oxidase (cis-tetradec-5-enoyl-CoA),s_1279 + s_2900 --> s_0840 + s_2901,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YGL205W,YGL205W,1.3.3.6
r_2253,2-enoyl-CoA hydratase (3-hydroxyhexacosanoyl-CoA),s_0809 + s_1513 --> s_0045,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR009C,YKR009C,1.1.1.n12|4.2.1.119
r_2254,2-enoyl-CoA hydratase (3-hydroxybutanoyl-CoA),s_0809 + s_2886 --> 4 s_0801 + s_2902,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR009C,YKR009C,1.1.1.n12|4.2.1.119
r_2255,2-enoyl-CoA hydratase (3-hydroxyhexanoyl-CoA),s_0809 + s_2887 --> s_2903,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR009C,YKR009C,1.1.1.n12|4.2.1.119
r_2257,2-enoyl-CoA hydratase (3-hydroxyicosanoyl-CoA),s_0809 + s_2889 --> s_2905,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR009C,YKR009C,1.1.1.n12|4.2.1.119
r_2258,2-enoyl-CoA hydratase (3-hydroxydocosanoyl-CoA),s_0809 + s_2890 --> s_2906,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR009C,YKR009C,1.1.1.n12|4.2.1.119
r_2260,2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-9-enoyl-CoA),s_0809 + s_2892 --> s_2908,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR009C,YKR009C,1.1.1.n12|4.2.1.119
r_2261,2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-7-enoyl-CoA),s_0809 + s_2894 --> s_2909,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR009C,YKR009C,1.1.1.n12|4.2.1.119
r_2262,2-enoyl-CoA hydratase (3-hydroxy-cis-dodec-5-enoyl-CoA),s_0809 + s_2896 --> s_2910,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR009C,YKR009C,1.1.1.n12|4.2.1.119
r_2263,2-enoyl-CoA hydratase (3-hydroxy-cis-octadec-9-enoyl-CoA),4 s_0801 + s_0809 + s_2897 --> s_2911,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR009C,YKR009C,1.1.1.n12|4.2.1.119
r_2264,2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-7-enoyl-CoA),s_0809 + s_2899 --> s_2912,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR009C,YKR009C,1.1.1.n12|4.2.1.119
r_2265,2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-5-enoyl-CoA),s_0809 + s_2901 --> s_2913,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR009C,YKR009C,1.1.1.n12|4.2.1.119
r_2270,3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosanoyl-CoA),s_0045 + s_1202 --> s_0243 + s_0801 + s_1206,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR009C,YKR009C,1.1.1.n12|4.2.1.119
r_2271,3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA),s_1202 + s_2902 --> s_0801 + s_1206 + s_2914,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR009C,YKR009C,1.1.1.n12|4.2.1.119
